EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 27-06-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : daily Precipitation amount in 0.1 mm
23-27 Q_RR : quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, TRIER-PETRISBERG (STAID: 2760).
Blended and updated with sources: 111474 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
111474,19561206,   20,    0
111474,19561207,    7,    0
111474,19561208,    2,    0
111474,19561209,    3,    0
111474,19561210,    5,    0
111474,19561211,   15,    0
111474,19561212,   92,    0
111474,19561213,   15,    0
111474,19561214,   38,    0
111474,19561215,   77,    0
111474,19561216,    0,    0
111474,19561217,    0,    0
111474,19561218,    0,    0
111474,19561219,   20,    0
111474,19561220,   64,    0
111474,19561221,    3,    0
111474,19561222,    9,    0
111474,19561223,    0,    0
111474,19561224,    0,    0
111474,19561225,    2,    0
111474,19561226,   16,    0
111474,19561227,    0,    0
111474,19561228,   11,    0
111474,19561229,   14,    0
111474,19561230,    1,    0
111474,19561231,    0,    0
111474,19570101,    1,    0
111474,19570102,    5,    0
111474,19570103,   25,    0
111474,19570104,    5,    0
111474,19570105,    1,    0
111474,19570106,   41,    0
111474,19570107,    0,    0
111474,19570108,    0,    0
111474,19570109,    9,    0
111474,19570110,   25,    0
111474,19570111,    0,    0
111474,19570112,   38,    0
111474,19570113,    6,    0
111474,19570114,    0,    0
111474,19570115,    1,    0
111474,19570116,    0,    0
111474,19570117,    0,    0
111474,19570118,    0,    0
111474,19570119,    0,    0
111474,19570120,    0,    0
111474,19570121,    1,    0
111474,19570122,    0,    0
111474,19570123,    0,    0
111474,19570124,    0,    0
111474,19570125,    2,    0
111474,19570126,   48,    0
111474,19570127,   39,    0
111474,19570128,    0,    0
111474,19570129,    2,    0
111474,19570130,    0,    0
111474,19570131,   47,    0
111474,19570201,    0,    0
111474,19570202,    0,    0
111474,19570203,    0,    0
111474,19570204,    0,    0
111474,19570205,    2,    0
111474,19570206,   20,    0
111474,19570207,    0,    0
111474,19570208,   49,    0
111474,19570209,   24,    0
111474,19570210,  101,    0
111474,19570211,   40,    0
111474,19570212,   65,    0
111474,19570213,  164,    0
111474,19570214,   49,    0
111474,19570215,   96,    0
111474,19570216,   26,    0
111474,19570217,    0,    0
111474,19570218,    0,    0
111474,19570219,   21,    0
111474,19570220,  120,    0
111474,19570221,    0,    0
111474,19570222,    0,    0
111474,19570223,   45,    0
111474,19570224,  104,    0
111474,19570225,   89,    0
111474,19570226,    0,    0
111474,19570227,    0,    0
111474,19570228,    0,    0
111474,19570301,    0,    0
111474,19570302,    0,    0
111474,19570303,    0,    0
111474,19570304,    0,    0
111474,19570305,    3,    0
111474,19570306,   40,    0
111474,19570307,   52,    0
111474,19570308,   71,    0
111474,19570309,    4,    0
111474,19570310,    0,    0
111474,19570311,    0,    0
111474,19570312,    0,    0
111474,19570313,    0,    0
111474,19570314,    0,    0
111474,19570315,    0,    0
111474,19570316,   63,    0
111474,19570317,   44,    0
111474,19570318,   19,    0
111474,19570319,    0,    0
111474,19570320,   21,    0
111474,19570321,    0,    0
111474,19570322,    0,    0
111474,19570323,    7,    0
111474,19570324,  178,    0
111474,19570325,    0,    0
111474,19570326,   13,    0
111474,19570327,   12,    0
111474,19570328,   37,    0
111474,19570329,    0,    0
111474,19570330,    0,    0
111474,19570331,    0,    0
111474,19570401,    0,    0
111474,19570402,    0,    0
111474,19570403,    0,    0
111474,19570404,    0,    0
111474,19570405,    0,    0
111474,19570406,    1,    0
111474,19570407,    0,    0
111474,19570408,    0,    0
111474,19570409,    0,    0
111474,19570410,    0,    0
111474,19570411,    5,    0
111474,19570412,    2,    0
111474,19570413,    3,    0
111474,19570414,    6,    0
111474,19570415,    0,    0
111474,19570416,    0,    0
111474,19570417,    0,    0
111474,19570418,   12,    0
111474,19570419,    1,    0
111474,19570420,    0,    0
111474,19570421,    0,    0
111474,19570422,    0,    0
111474,19570423,    0,    0
111474,19570424,    0,    0
111474,19570425,    0,    0
111474,19570426,    0,    0
111474,19570427,   44,    0
111474,19570428,    5,    0
111474,19570429,   75,    0
111474,19570430,   66,    0
111474,19570501,    0,    0
111474,19570502,    0,    0
111474,19570503,    0,    0
111474,19570504,    0,    0
111474,19570505,   12,    0
111474,19570506,    2,    0
111474,19570507,   22,    0
111474,19570508,    0,    0
111474,19570509,    0,    0
111474,19570510,    1,    0
111474,19570511,  151,    0
111474,19570512,    9,    0
111474,19570513,   14,    0
111474,19570514,    0,    0
111474,19570515,   20,    0
111474,19570516,    3,    0
111474,19570517,    0,    0
111474,19570518,   15,    0
111474,19570519,   20,    0
111474,19570520,    0,    0
111474,19570521,    1,    0
111474,19570522,    0,    0
111474,19570523,    2,    0
111474,19570524,    0,    0
111474,19570525,    0,    0
111474,19570526,    0,    0
111474,19570527,    0,    0
111474,19570528,    0,    0
111474,19570529,    0,    0
111474,19570530,    0,    0
111474,19570531,    0,    0
111474,19570601,    0,    0
111474,19570602,    0,    0
111474,19570603,  237,    0
111474,19570604,    4,    0
111474,19570605,    0,    0
111474,19570606,    0,    0
111474,19570607,    0,    0
111474,19570608,   78,    0
111474,19570609,    2,    0
111474,19570610,   12,    0
111474,19570611,   79,    0
111474,19570612,    0,    0
111474,19570613,    0,    0
111474,19570614,    0,    0
111474,19570615,    0,    0
111474,19570616,    0,    0
111474,19570617,    0,    0
111474,19570618,   26,    0
111474,19570619,    9,    0
111474,19570620,    0,    0
111474,19570621,   66,    0
111474,19570622,   13,    0
111474,19570623,   23,    0
111474,19570624,   77,    0
111474,19570625,    1,    0
111474,19570626,    0,    0
111474,19570627,    0,    0
111474,19570628,    0,    0
111474,19570629,    0,    0
111474,19570630,    0,    0
111474,19570701,  104,    0
111474,19570702,    0,    0
111474,19570703,    0,    0
111474,19570704,    0,    0
111474,19570705,    0,    0
111474,19570706,    0,    0
111474,19570707,   48,    0
111474,19570708,    0,    0
111474,19570709,   26,    0
111474,19570710,    7,    0
111474,19570711,    0,    0
111474,19570712,   30,    0
111474,19570713,   48,    0
111474,19570714,   55,    0
111474,19570715,    0,    0
111474,19570716,    0,    0
111474,19570717,    0,    0
111474,19570718,   37,    0
111474,19570719,   67,    0
111474,19570720,  149,    0
111474,19570721,   25,    0
111474,19570722,    1,    0
111474,19570723,   10,    0
111474,19570724,   43,    0
111474,19570725,    4,    0
111474,19570726,   17,    0
111474,19570727,   24,    0
111474,19570728,   68,    0
111474,19570729,    5,    0
111474,19570730,    0,    0
111474,19570731,    0,    0
111474,19570801,    0,    0
111474,19570802,    0,    0
111474,19570803,    0,    0
111474,19570804,    0,    0
111474,19570805,    0,    0
111474,19570806,    3,    0
111474,19570807,    0,    0
111474,19570808,  210,    0
111474,19570809,   90,    0
111474,19570810,    0,    0
111474,19570811,    2,    0
111474,19570812,    0,    0
111474,19570813,    6,    0
111474,19570814,   28,    0
111474,19570815,   28,    0
111474,19570816,  108,    0
111474,19570817,   35,    0
111474,19570818,   19,    0
111474,19570819,    2,    0
111474,19570820,   10,    0
111474,19570821,   19,    0
111474,19570822,    0,    0
111474,19570823,   32,    0
111474,19570824,    4,    0
111474,19570825,   21,    0
111474,19570826,    0,    0
111474,19570827,   44,    0
111474,19570828,    0,    0
111474,19570829,    0,    0
111474,19570830,    4,    0
111474,19570831,    5,    0
111474,19570901,   88,    0
111474,19570902,    5,    0
111474,19570903,   23,    0
111474,19570904,    8,    0
111474,19570905,   55,    0
111474,19570906,    0,    0
111474,19570907,    0,    0
111474,19570908,   41,    0
111474,19570909,    3,    0
111474,19570910,    5,    0
111474,19570911,   80,    0
111474,19570912,   75,    0
111474,19570913,   41,    0
111474,19570914,   26,    0
111474,19570915,    5,    0
111474,19570916,   20,    0
111474,19570917,    1,    0
111474,19570918,    0,    0
111474,19570919,    0,    0
111474,19570920,    0,    0
111474,19570921,    0,    0
111474,19570922,   54,    0
111474,19570923,   17,    0
111474,19570924,   61,    0
111474,19570925,  126,    0
111474,19570926,    3,    0
111474,19570927,    0,    0
111474,19570928,    2,    0
111474,19570929,  151,    0
111474,19570930,    3,    0
111474,19571001,    0,    0
111474,19571002,    0,    0
111474,19571003,    0,    0
111474,19571004,    0,    0
111474,19571005,    0,    0
111474,19571006,    0,    0
111474,19571007,    0,    0
111474,19571008,    0,    0
111474,19571009,    0,    0
111474,19571010,    1,    0
111474,19571011,   37,    0
111474,19571012,    0,    0
111474,19571013,    2,    0
111474,19571014,    0,    0
111474,19571015,    0,    0
111474,19571016,   41,    0
111474,19571017,    0,    0
111474,19571018,    0,    0
111474,19571019,  159,    0
111474,19571020,    0,    0
111474,19571021,   78,    0
111474,19571022,    2,    0
111474,19571023,    0,    0
111474,19571024,    8,    0
111474,19571025,    2,    0
111474,19571026,    0,    0
111474,19571027,    0,    0
111474,19571028,    0,    0
111474,19571029,    0,    0
111474,19571030,    0,    0
111474,19571031,   27,    0
111474,19571101,   14,    0
111474,19571102,    0,    0
111474,19571103,    0,    0
111474,19571104,   21,    0
111474,19571105,   44,    0
111474,19571106,  128,    0
111474,19571107,    9,    0
111474,19571108,   35,    0
111474,19571109,    7,    0
111474,19571110,    1,    0
111474,19571111,    0,    0
111474,19571112,    0,    0
111474,19571113,    0,    0
111474,19571114,    0,    0
111474,19571115,    0,    0
111474,19571116,    5,    0
111474,19571117,    0,    0
111474,19571118,    0,    0
111474,19571119,    0,    0
111474,19571120,    0,    0
111474,19571121,    0,    0
111474,19571122,   25,    0
111474,19571123,    0,    0
111474,19571124,    0,    0
111474,19571125,    0,    0
111474,19571126,    0,    0
111474,19571127,    0,    0
111474,19571128,    0,    0
111474,19571129,    0,    0
111474,19571130,    0,    0
111474,19571201,    0,    0
111474,19571202,    0,    0
111474,19571203,    0,    0
111474,19571204,    0,    0
111474,19571205,    0,    0
111474,19571206,    0,    0
111474,19571207,   80,    0
111474,19571208,   78,    0
111474,19571209,   59,    0
111474,19571210,    0,    0
111474,19571211,   64,    0
111474,19571212,   14,    0
111474,19571213,    0,    0
111474,19571214,    0,    0
111474,19571215,    0,    0
111474,19571216,    0,    0
111474,19571217,    5,    0
111474,19571218,   24,    0
111474,19571219,    0,    0
111474,19571220,    0,    0
111474,19571221,    2,    0
111474,19571222,    0,    0
111474,19571223,    3,    0
111474,19571224,   12,    0
111474,19571225,    0,    0
111474,19571226,    2,    0
111474,19571227,    0,    0
111474,19571228,   19,    0
111474,19571229,    1,    0
111474,19571230,   22,    0
111474,19571231,    6,    0
111474,19580101,    1,    0
111474,19580102,    0,    0
111474,19580103,    0,    0
111474,19580104,    0,    0
111474,19580105,  111,    0
111474,19580106,  111,    0
111474,19580107,    8,    0
111474,19580108,   24,    0
111474,19580109,   66,    0
111474,19580110,   79,    0
111474,19580111,   62,    0
111474,19580112,    1,    0
111474,19580113,    3,    0
111474,19580114,    0,    0
111474,19580115,    0,    0
111474,19580116,    0,    0
111474,19580117,    6,    0
111474,19580118,   21,    0
111474,19580119,   82,    0
111474,19580120,    3,    0
111474,19580121,   19,    0
111474,19580122,   13,    0
111474,19580123,   10,    0
111474,19580124,   27,    0
111474,19580125,    0,    0
111474,19580126,   19,    0
111474,19580127,    0,    0
111474,19580128,    0,    0
111474,19580129,    0,    0
111474,19580130,    0,    0
111474,19580131,    0,    0
111474,19580201,    0,    0
111474,19580202,    0,    0
111474,19580203,    0,    0
111474,19580204,   29,    0
111474,19580205,   91,    0
111474,19580206,   49,    0
111474,19580207,   81,    0
111474,19580208,   92,    0
111474,19580209,    0,    0
111474,19580210,   24,    0
111474,19580211,   18,    0
111474,19580212,   79,    0
111474,19580213,   28,    0
111474,19580214,    0,    0
111474,19580215,    5,    0
111474,19580216,   78,    0
111474,19580217,    4,    0
111474,19580218,    1,    0
111474,19580219,    8,    0
111474,19580220,   26,    0
111474,19580221,   96,    0
111474,19580222,    5,    0
111474,19580223,   89,    0
111474,19580224,  114,    0
111474,19580225,  106,    0
111474,19580226,   15,    0
111474,19580227,    0,    0
111474,19580228,    0,    0
111474,19580301,    0,    0
111474,19580302,    0,    0
111474,19580303,    0,    0
111474,19580304,    0,    0
111474,19580305,   18,    0
111474,19580306,   31,    0
111474,19580307,    5,    0
111474,19580308,    2,    0
111474,19580309,   13,    0
111474,19580310,    0,    0
111474,19580311,    4,    0
111474,19580312,    4,    0
111474,19580313,   68,    0
111474,19580314,    6,    0
111474,19580315,    0,    0
111474,19580316,    0,    0
111474,19580317,    0,    0
111474,19580318,    0,    0
111474,19580319,    0,    0
111474,19580320,    0,    0
111474,19580321,    0,    0
111474,19580322,    0,    0
111474,19580323,    0,    0
111474,19580324,    0,    0
111474,19580325,    0,    0
111474,19580326,    0,    0
111474,19580327,    8,    0
111474,19580328,   12,    0
111474,19580329,    0,    0
111474,19580330,    0,    0
111474,19580331,    0,    0
111474,19580401,    0,    0
111474,19580402,    0,    0
111474,19580403,    9,    0
111474,19580404,   24,    0
111474,19580405,    5,    0
111474,19580406,    1,    0
111474,19580407,   10,    0
111474,19580408,    9,    0
111474,19580409,    0,    0
111474,19580410,   25,    0
111474,19580411,   20,    0
111474,19580412,    0,    0
111474,19580413,    0,    0
111474,19580414,    0,    0
111474,19580415,   27,    0
111474,19580416,    5,    0
111474,19580417,    0,    0
111474,19580418,    0,    0
111474,19580419,    0,    0
111474,19580420,    0,    0
111474,19580421,    0,    0
111474,19580422,    1,    0
111474,19580423,    0,    0
111474,19580424,    0,    0
111474,19580425,   26,    0
111474,19580426,   73,    0
111474,19580427,   19,    0
111474,19580428,   48,    0
111474,19580429,    0,    0
111474,19580430,    0,    0
111474,19580501,    0,    0
111474,19580502,    0,    0
111474,19580503,    0,    0
111474,19580504,    0,    0
111474,19580505,   40,    0
111474,19580506,   77,    0
111474,19580507,    0,    0
111474,19580508,   23,    0
111474,19580509,  158,    0
111474,19580510,  105,    0
111474,19580511,  161,    0
111474,19580512,  121,    0
111474,19580513,    9,    0
111474,19580514,  116,    0
111474,19580515,  112,    0
111474,19580516,   51,    0
111474,19580517,    5,    0
111474,19580518,    0,    0
111474,19580519,    0,    0
111474,19580520,   46,    0
111474,19580521,   48,    0
111474,19580522,    0,    0
111474,19580523,   15,    0
111474,19580524,   43,    0
111474,19580525,  295,    0
111474,19580526,    0,    0
111474,19580527,   90,    0
111474,19580528,    2,    0
111474,19580529,    0,    0
111474,19580530,   37,    0
111474,19580531,    0,    0
111474,19580601,    0,    0
111474,19580602,    0,    0
111474,19580603,  139,    0
111474,19580604,   27,    0
111474,19580605,    0,    0
111474,19580606,   15,    0
111474,19580607,    6,    0
111474,19580608,    0,    0
111474,19580609,    0,    0
111474,19580610,    0,    0
111474,19580611,    0,    0
111474,19580612,    0,    0
111474,19580613,    0,    0
111474,19580614,    0,    0
111474,19580615,    0,    0
111474,19580616,    0,    0
111474,19580617,   33,    0
111474,19580618,   53,    0
111474,19580619,   58,    0
111474,19580620,   95,    0
111474,19580621,   16,    0
111474,19580622,    7,    0
111474,19580623,    5,    0
111474,19580624,  143,    0
111474,19580625,    5,    0
111474,19580626,   52,    0
111474,19580627,    0,    0
111474,19580628,    0,    0
111474,19580629,    0,    0
111474,19580630,    0,    0
111474,19580701,  144,    0
111474,19580702,    9,    0
111474,19580703,  119,    0
111474,19580704,    0,    0
111474,19580705,    0,    0
111474,19580706,    0,    0
111474,19580707,    0,    0
111474,19580708,    0,    0
111474,19580709,    0,    0
111474,19580710,    0,    0
111474,19580711,    0,    0
111474,19580712,    1,    0
111474,19580713,   31,    0
111474,19580714,    0,    0
111474,19580715,   34,    0
111474,19580716,   14,    0
111474,19580717,    0,    0
111474,19580718,    0,    0
111474,19580719,    0,    0
111474,19580720,    3,    0
111474,19580721,   23,    0
111474,19580722,   61,    0
111474,19580723,    7,    0
111474,19580724,    0,    0
111474,19580725,    0,    0
111474,19580726,    7,    0
111474,19580727,    6,    0
111474,19580728,   46,    0
111474,19580729,    0,    0
111474,19580730,    7,    0
111474,19580731,    0,    0
111474,19580801,  167,    0
111474,19580802,    0,    0
111474,19580803,    0,    0
111474,19580804,    0,    0
111474,19580805,  160,    0
111474,19580806,    8,    0
111474,19580807,   37,    0
111474,19580808,    6,    0
111474,19580809,    0,    0
111474,19580810,    0,    0
111474,19580811,   58,    0
111474,19580812,   69,    0
111474,19580813,   86,    0
111474,19580814,   50,    0
111474,19580815,    3,    0
111474,19580816,    0,    0
111474,19580817,    0,    0
111474,19580818,   56,    0
111474,19580819,   64,    0
111474,19580820,   52,    0
111474,19580821,   31,    0
111474,19580822,  128,    0
111474,19580823,   45,    0
111474,19580824,   17,    0
111474,19580825,   76,    0
111474,19580826,    0,    0
111474,19580827,    0,    0
111474,19580828,    0,    0
111474,19580829,    0,    0
111474,19580830,    0,    0
111474,19580831,    0,    0
111474,19580901,    0,    0
111474,19580902,    0,    0
111474,19580903,    0,    0
111474,19580904,    0,    0
111474,19580905,    0,    0
111474,19580906,    0,    0
111474,19580907,    0,    0
111474,19580908,    0,    0
111474,19580909,    0,    0
111474,19580910,    0,    0
111474,19580911,    0,    0
111474,19580912,    0,    0
111474,19580913,    0,    0
111474,19580914,    0,    0
111474,19580915,    3,    0
111474,19580916,    0,    0
111474,19580917,   15,    0
111474,19580918,    0,    0
111474,19580919,    0,    0
111474,19580920,   15,    0
111474,19580921,   40,    0
111474,19580922,  227,    0
111474,19580923,   32,    0
111474,19580924,  175,    0
111474,19580925,   10,    0
111474,19580926,    0,    0
111474,19580927,    0,    0
111474,19580928,    0,    0
111474,19580929,    7,    0
111474,19580930,   72,    0
111474,19581001,    4,    0
111474,19581002,    9,    0
111474,19581003,    0,    0
111474,19581004,    1,    0
111474,19581005,    3,    0
111474,19581006,    5,    0
111474,19581007,    0,    0
111474,19581008,    0,    0
111474,19581009,    0,    0
111474,19581010,   75,    0
111474,19581011,  197,    0
111474,19581012,    1,    0
111474,19581013,  136,    0
111474,19581014,    1,    0
111474,19581015,    3,    0
111474,19581016,   53,    0
111474,19581017,   22,    0
111474,19581018,    3,    0
111474,19581019,   13,    0
111474,19581020,    8,    0
111474,19581021,   16,    0
111474,19581022,   25,    0
111474,19581023,    3,    0
111474,19581024,    0,    0
111474,19581025,    0,    0
111474,19581026,    0,    0
111474,19581027,    1,    0
111474,19581028,    0,    0
111474,19581029,    0,    0
111474,19581030,    0,    0
111474,19581031,   40,    0
111474,19581101,    0,    0
111474,19581102,  204,    0
111474,19581103,    9,    0
111474,19581104,    2,    0
111474,19581105,    0,    0
111474,19581106,    0,    0
111474,19581107,   33,    0
111474,19581108,   10,    0
111474,19581109,    0,    0
111474,19581110,   89,    0
111474,19581111,    0,    0
111474,19581112,   41,    0
111474,19581113,   48,    0
111474,19581114,    5,    0
111474,19581115,    0,    0
111474,19581116,    0,    0
111474,19581117,    0,    0
111474,19581118,    0,    0
111474,19581119,    0,    0
111474,19581120,    0,    0
111474,19581121,    0,    0
111474,19581122,    0,    0
111474,19581123,    0,    0
111474,19581124,    1,    0
111474,19581125,    0,    0
111474,19581126,    0,    0
111474,19581127,    0,    0
111474,19581128,    2,    0
111474,19581129,    0,    0
111474,19581130,    0,    0
111474,19581201,    0,    0
111474,19581202,    0,    0
111474,19581203,    3,    0
111474,19581204,    0,    0
111474,19581205,    0,    0
111474,19581206,    0,    0
111474,19581207,    0,    0
111474,19581208,   13,    0
111474,19581209,   76,    0
111474,19581210,   91,    0
111474,19581211,    7,    0
111474,19581212,   63,    0
111474,19581213,   65,    0
111474,19581214,   72,    0
111474,19581215,   59,    0
111474,19581216,  120,    0
111474,19581217,    6,    0
111474,19581218,   13,    0
111474,19581219,  100,    0
111474,19581220,   31,    0
111474,19581221,    7,    0
111474,19581222,    0,    0
111474,19581223,    0,    0
111474,19581224,    0,    0
111474,19581225,    0,    0
111474,19581226,   18,    0
111474,19581227,   63,    0
111474,19581228,   25,    0
111474,19581229,    5,    0
111474,19581230,    0,    0
111474,19581231,   40,    0
111474,19590101,    3,    0
111474,19590102,   82,    0
111474,19590103,    4,    0
111474,19590104,    1,    0
111474,19590105,   48,    0
111474,19590106,  197,    0
111474,19590107,   23,    0
111474,19590108,   17,    0
111474,19590109,   38,    0
111474,19590110,   10,    0
111474,19590111,    0,    0
111474,19590112,   22,    0
111474,19590113,    8,    0
111474,19590114,   17,    0
111474,19590115,    0,    0
111474,19590116,    0,    0
111474,19590117,    2,    0
111474,19590118,    3,    0
111474,19590119,    0,    0
111474,19590120,   26,    0
111474,19590121,    4,    0
111474,19590122,    9,    0
111474,19590123,   88,    0
111474,19590124,    0,    0
111474,19590125,    0,    0
111474,19590126,    0,    0
111474,19590127,    0,    0
111474,19590128,    0,    0
111474,19590129,    0,    0
111474,19590130,    0,    0
111474,19590131,    0,    0
111474,19590201,    0,    0
111474,19590202,    0,    0
111474,19590203,    0,    0
111474,19590204,    0,    0
111474,19590205,    0,    0
111474,19590206,    0,    0
111474,19590207,    0,    0
111474,19590208,    0,    0
111474,19590209,    0,    0
111474,19590210,    0,    0
111474,19590211,    0,    0
111474,19590212,    0,    0
111474,19590213,    0,    0
111474,19590214,    0,    0
111474,19590215,    0,    0
111474,19590216,    0,    0
111474,19590217,    0,    0
111474,19590218,    0,    0
111474,19590219,    0,    0
111474,19590220,    0,    0
111474,19590221,    3,    0
111474,19590222,    0,    0
111474,19590223,    0,    0
111474,19590224,    0,    0
111474,19590225,    0,    0
111474,19590226,    0,    0
111474,19590227,    0,    0
111474,19590228,    0,    0
111474,19590301,    0,    0
111474,19590302,    0,    0
111474,19590303,   53,    0
111474,19590304,   40,    0
111474,19590305,   33,    0
111474,19590306,    3,    0
111474,19590307,    0,    0
111474,19590308,    0,    0
111474,19590309,    0,    0
111474,19590310,    0,    0
111474,19590311,   28,    0
111474,19590312,   75,    0
111474,19590313,    0,    0
111474,19590314,    0,    0
111474,19590315,    3,    0
111474,19590316,    5,    0
111474,19590317,    0,    0
111474,19590318,    0,    0
111474,19590319,   27,    0
111474,19590320,    0,    0
111474,19590321,    4,    0
111474,19590322,   15,    0
111474,19590323,    0,    0
111474,19590324,   38,    0
111474,19590325,   35,    0
111474,19590326,   13,    0
111474,19590327,   24,    0
111474,19590328,    0,    0
111474,19590329,   14,    0
111474,19590330,   21,    0
111474,19590331,    0,    0
111474,19590401,    0,    0
111474,19590402,    0,    0
111474,19590403,    0,    0
111474,19590404,    0,    0
111474,19590405,    0,    0
111474,19590406,   87,    0
111474,19590407,    9,    0
111474,19590408,   80,    0
111474,19590409,   35,    0
111474,19590410,   59,    0
111474,19590411,   28,    0
111474,19590412,   42,    0
111474,19590413,    0,    0
111474,19590414,    0,    0
111474,19590415,   20,    0
111474,19590416,    2,    0
111474,19590417,   26,    0
111474,19590418,    1,    0
111474,19590419,    0,    0
111474,19590420,    0,    0
111474,19590421,    0,    0
111474,19590422,    0,    0
111474,19590423,    0,    0
111474,19590424,    0,    0
111474,19590425,    1,    0
111474,19590426,   35,    0
111474,19590427,    1,    0
111474,19590428,   50,    0
111474,19590429,   30,    0
111474,19590430,   48,    0
111474,19590501,    0,    0
111474,19590502,    0,    0
111474,19590503,    0,    0
111474,19590504,   10,    0
111474,19590505,    0,    0
111474,19590506,    0,    0
111474,19590507,    2,    0
111474,19590508,    1,    0
111474,19590509,    0,    0
111474,19590510,  471,    0
111474,19590511,    0,    0
111474,19590512,    0,    0
111474,19590513,    0,    0
111474,19590514,   13,    0
111474,19590515,    1,    0
111474,19590516,    0,    0
111474,19590517,   20,    0
111474,19590518,    0,    0
111474,19590519,   51,    0
111474,19590520,    0,    0
111474,19590521,   50,    0
111474,19590522,    0,    0
111474,19590523,    0,    0
111474,19590524,    0,    0
111474,19590525,    0,    0
111474,19590526,    0,    0
111474,19590527,    0,    0
111474,19590528,    0,    0
111474,19590529,    1,    0
111474,19590530,  272,    0
111474,19590531,    0,    0
111474,19590601,    0,    0
111474,19590602,    0,    0
111474,19590603,    0,    0
111474,19590604,    0,    0
111474,19590605,   78,    0
111474,19590606,    7,    0
111474,19590607,   22,    0
111474,19590608,   60,    0
111474,19590609,    4,    0
111474,19590610,    4,    0
111474,19590611,    0,    0
111474,19590612,    0,    0
111474,19590613,    0,    0
111474,19590614,    0,    0
111474,19590615,    0,    0
111474,19590616,    0,    0
111474,19590617,    0,    0
111474,19590618,    0,    0
111474,19590619,    0,    0
111474,19590620,    0,    0
111474,19590621,   96,    0
111474,19590622,   10,    0
111474,19590623,    0,    0
111474,19590624,    0,    0
111474,19590625,  313,    0
111474,19590626,   60,    0
111474,19590627,    0,    0
111474,19590628,    2,    0
111474,19590629,    7,    0
111474,19590630,    2,    0
111474,19590701,    0,    0
111474,19590702,    0,    0
111474,19590703,    0,    0
111474,19590704,    0,    0
111474,19590705,    0,    0
111474,19590706,    0,    0
111474,19590707,    0,    0
111474,19590708,    0,    0
111474,19590709,    0,    0
111474,19590710,    0,    0
111474,19590711,    0,    0
111474,19590712,    0,    0
111474,19590713,    0,    0
111474,19590714,    0,    0
111474,19590715,    0,    0
111474,19590716,    0,    0
111474,19590717,    0,    0
111474,19590718,    0,    0
111474,19590719,    0,    0
111474,19590720,    0,    0
111474,19590721,    0,    0
111474,19590722,    0,    0
111474,19590723,    0,    0
111474,19590724,    0,    0
111474,19590725,    0,    0
111474,19590726,    0,    0
111474,19590727,    0,    0
111474,19590728,   51,    0
111474,19590729,  113,    0
111474,19590730,   43,    0
111474,19590731,  108,    0
111474,19590801,   81,    0
111474,19590802,   29,    0
111474,19590803,    2,    0
111474,19590804,    0,    0
111474,19590805,    5,    0
111474,19590806,    0,    0
111474,19590807,    0,    0
111474,19590808,    0,    0
111474,19590809,    0,    0
111474,19590810,  315,    0
111474,19590811,   56,    0
111474,19590812,    0,    0
111474,19590813,    0,    0
111474,19590814,   87,    0
111474,19590815,    0,    0
111474,19590816,    0,    0
111474,19590817,    0,    0
111474,19590818,    0,    0
111474,19590819,    0,    0
111474,19590820,    0,    0
111474,19590821,   21,    0
111474,19590822,    0,    0
111474,19590823,    0,    0
111474,19590824,    0,    0
111474,19590825,    0,    0
111474,19590826,    0,    0
111474,19590827,    0,    0
111474,19590828,    0,    0
111474,19590829,    0,    0
111474,19590830,    0,    0
111474,19590831,    0,    0
111474,19590901,    0,    0
111474,19590902,    0,    0
111474,19590903,    0,    0
111474,19590904,    0,    0
111474,19590905,    0,    0
111474,19590906,    0,    0
111474,19590907,    0,    0
111474,19590908,    0,    0
111474,19590909,    0,    0
111474,19590910,    0,    0
111474,19590911,    0,    0
111474,19590912,    0,    0
111474,19590913,    0,    0
111474,19590914,    0,    0
111474,19590915,    0,    0
111474,19590916,    0,    0
111474,19590917,    0,    0
111474,19590918,    0,    0
111474,19590919,    0,    0
111474,19590920,    0,    0
111474,19590921,    0,    0
111474,19590922,   26,    0
111474,19590923,    0,    0
111474,19590924,    0,    0
111474,19590925,    0,    0
111474,19590926,    0,    0
111474,19590927,    0,    0
111474,19590928,    0,    0
111474,19590929,    0,    0
111474,19590930,    0,    0
111474,19591001,    0,    0
111474,19591002,    0,    0
111474,19591003,    0,    0
111474,19591004,    0,    0
111474,19591005,    0,    0
111474,19591006,    0,    0
111474,19591007,    0,    0
111474,19591008,    0,    0
111474,19591009,    0,    0
111474,19591010,    0,    0
111474,19591011,    0,    0
111474,19591012,    0,    0
111474,19591013,    0,    0
111474,19591014,    0,    0
111474,19591015,    0,    0
