EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 27-06-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 HU   : daily Humidity in 1 %
23-27 Q_HU : quality code for HU (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, TRIER-PETRISBERG (STAID: 2760).
Blended and updated with sources: 111472 910609 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   HU, Q_HU
111472,19591031,   90,    0
111472,19591101,   86,    0
111472,19591102,   94,    0
111472,19591103,   84,    0
111472,19591104,   98,    0
111472,19591105,   90,    0
111472,19591106,   86,    0
111472,19591107,   78,    0
111472,19591108,   81,    0
111472,19591109,   81,    0
111472,19591110,   92,    0
111472,19591111,   95,    0
111472,19591112,   95,    0
111472,19591113,   81,    0
111472,19591114,   88,    0
111472,19591115,   82,    0
111472,19591116,   93,    0
111472,19591117,   78,    0
111472,19591118,   77,    0
111472,19591119,   65,    0
111472,19591120,   64,    0
111472,19591121,   91,    0
111472,19591122,   99,    0
111472,19591123,   94,    0
111472,19591124,   88,    0
111472,19591125,   90,    0
111472,19591126,   78,    0
111472,19591127,   95,    0
111472,19591128,   90,    0
111472,19591129,   81,    0
111472,19591130,   93,    0
111472,19591201,   96,    0
111472,19591202,   97,    0
111472,19591203,   91,    0
111472,19591204,   85,    0
111472,19591205,   88,    0
111472,19591206,   90,    0
111472,19591207,   86,    0
111472,19591208,   98,    0
111472,19591209,   91,    0
111472,19591210,   88,    0
111472,19591211,   84,    0
111472,19591212,   99,    0
111472,19591213,   97,    0
111472,19591214,   94,    0
111472,19591215,   86,    0
111472,19591216,   94,    0
111472,19591217,   89,    0
111472,19591218,   89,    0
111472,19591219,   91,    0
111472,19591220,   96,    0
111472,19591221,   89,    0
111472,19591222,   90,    0
111472,19591223,   84,    0
111472,19591224,   86,    0
111472,19591225,   88,    0
111472,19591226,   83,    0
111472,19591227,   82,    0
111472,19591228,   89,    0
111472,19591229,   86,    0
111472,19591230,   82,    0
111472,19591231,   90,    0
111472,19600101,   90,    0
111472,19600102,   96,    0
111472,19600103,   93,    0
111472,19600104,  100,    0
111472,19600105,   95,    0
111472,19600106,   79,    0
111472,19600107,   85,    0
111472,19600108,   86,    0
111472,19600109,   68,    0
111472,19600110,   77,    0
111472,19600111,   85,    0
111472,19600112,   76,    0
111472,19600113,   85,    0
111472,19600114,   86,    0
111472,19600115,   77,    0
111472,19600116,   85,    0
111472,19600117,   92,    0
111472,19600118,   93,    0
111472,19600119,   79,    0
111472,19600120,   70,    0
111472,19600121,   97,    0
111472,19600122,   96,    0
111472,19600123,   87,    0
111472,19600124,   77,    0
111472,19600125,   88,    0
111472,19600126,   88,    0
111472,19600127,   94,    0
111472,19600128,   83,    0
111472,19600129,   69,    0
111472,19600130,   81,    0
111472,19600131,   83,    0
111472,19600201,   92,    0
111472,19600202,   96,    0
111472,19600203,   82,    0
111472,19600204,   93,    0
111472,19600205,   97,    0
111472,19600206,   89,    0
111472,19600207,   55,    0
111472,19600208,   38,    0
111472,19600209,   44,    0
111472,19600210,   63,    0
111472,19600211,   78,    0
111472,19600212,   97,    0
111472,19600213,   94,    0
111472,19600214,   86,    0
111472,19600215,   94,    0
111472,19600216,   87,    0
111472,19600217,   84,    0
111472,19600218,   84,    0
111472,19600219,   85,    0
111472,19600220,   81,    0
111472,19600221,   78,    0
111472,19600222,   93,    0
111472,19600223,   92,    0
111472,19600224,   72,    0
111472,19600225,   94,    0
111472,19600226,   92,    0
111472,19600227,   86,    0
111472,19600228,   82,    0
111472,19600229,   68,    0
111472,19600301,   83,    0
111472,19600302,   93,    0
111472,19600303,   84,    0
111472,19600304,   77,    0
111472,19600305,   77,    0
111472,19600306,   62,    0
111472,19600307,   66,    0
111472,19600308,   74,    0
111472,19600309,   83,    0
111472,19600310,   83,    0
111472,19600311,   77,    0
111472,19600312,   76,    0
111472,19600313,   73,    0
111472,19600314,   70,    0
111472,19600315,   66,    0
111472,19600316,   76,    0
111472,19600317,   77,    0
111472,19600318,   75,    0
111472,19600319,   74,    0
111472,19600320,   71,    0
111472,19600321,   72,    0
111472,19600322,   78,    0
111472,19600323,   59,    0
111472,19600324,   60,    0
111472,19600325,   89,    0
111472,19600326,   82,    0
111472,19600327,   80,    0
111472,19600328,   82,    0
111472,19600329,   83,    0
111472,19600330,   82,    0
111472,19600331,   81,    0
111472,19600401,   79,    0
111472,19600402,   73,    0
111472,19600403,   58,    0
111472,19600404,   73,    0
111472,19600405,   66,    0
111472,19600406,   55,    0
111472,19600407,   63,    0
111472,19600408,   66,    0
111472,19600409,   81,    0
111472,19600410,   63,    0
111472,19600411,   75,    0
111472,19600412,   70,    0
111472,19600413,   72,    0
111472,19600414,   60,    0
111472,19600415,   78,    0
111472,19600416,   80,    0
111472,19600417,   67,    0
111472,19600418,   75,    0
111472,19600419,   65,    0
111472,19600420,   48,    0
111472,19600421,   55,    0
111472,19600422,   63,    0
111472,19600423,   60,    0
111472,19600424,   74,    0
111472,19600425,   64,    0
111472,19600426,   81,    0
111472,19600427,   78,    0
111472,19600428,   78,    0
111472,19600429,   74,    0
111472,19600430,   63,    0
111472,19600501,   65,    0
111472,19600502,   57,    0
111472,19600503,   54,    0
111472,19600504,   48,    0
111472,19600505,   43,    0
111472,19600506,   41,    0
111472,19600507,   42,    0
111472,19600508,   42,    0
111472,19600509,   48,    0
111472,19600510,   71,    0
111472,19600511,   64,    0
111472,19600512,   60,    0
111472,19600513,   71,    0
111472,19600514,   84,    0
111472,19600515,   74,    0
111472,19600516,   72,    0
111472,19600517,   76,    0
111472,19600518,   85,    0
111472,19600519,   75,    0
111472,19600520,   96,    0
111472,19600521,   76,    0
111472,19600522,   82,    0
111472,19600523,   75,    0
111472,19600524,   91,    0
111472,19600525,   71,    0
111472,19600526,   61,    0
111472,19600527,   72,    0
111472,19600528,   67,    0
111472,19600529,   75,    0
111472,19600530,   73,    0
111472,19600531,   68,    0
111472,19600601,   64,    0
111472,19600602,   64,    0
111472,19600603,   57,    0
111472,19600604,   54,    0
111472,19600605,   73,    0
111472,19600606,   75,    0
111472,19600607,   61,    0
111472,19600608,   64,    0
111472,19600609,   81,    0
111472,19600610,   92,    0
111472,19600611,   80,    0
111472,19600612,   80,    0
111472,19600613,   88,    0
111472,19600614,   74,    0
111472,19600615,   66,    0
111472,19600616,   63,    0
111472,19600617,   74,    0
111472,19600618,   72,    0
111472,19600619,   78,    0
111472,19600620,   64,    0
111472,19600621,   76,    0
111472,19600622,   69,    0
111472,19600623,   59,    0
111472,19600624,   90,    0
111472,19600625,   93,    0
111472,19600626,   79,    0
111472,19600627,   70,    0
111472,19600628,   69,    0
111472,19600629,   80,    0
111472,19600630,   71,    0
111472,19600701,   61,    0
111472,19600702,   65,    0
111472,19600703,   73,    0
111472,19600704,   69,    0
111472,19600705,   89,    0
111472,19600706,   81,    0
111472,19600707,   67,    0
111472,19600708,   85,    0
111472,19600709,   82,    0
111472,19600710,   91,    0
111472,19600711,   73,    0
111472,19600712,   79,    0
111472,19600713,   74,    0
111472,19600714,   69,    0
111472,19600715,   91,    0
111472,19600716,   69,    0
111472,19600717,   80,    0
111472,19600718,   70,    0
111472,19600719,   74,    0
111472,19600720,   77,    0
111472,19600721,   80,    0
111472,19600722,   71,    0
111472,19600723,   93,    0
111472,19600724,   71,    0
111472,19600725,   88,    0
111472,19600726,   72,    0
111472,19600727,   78,    0
111472,19600728,   96,    0
111472,19600729,   78,    0
111472,19600730,   84,    0
111472,19600731,   95,    0
111472,19600801,   84,    0
111472,19600802,   92,    0
111472,19600803,   82,    0
111472,19600804,   71,    0
111472,19600805,   77,    0
111472,19600806,   76,    0
111472,19600807,   79,    0
111472,19600808,   90,    0
111472,19600809,   92,    0
111472,19600810,   74,    0
111472,19600811,   84,    0
111472,19600812,   83,    0
111472,19600813,   76,    0
111472,19600814,   91,    0
111472,19600815,   83,    0
111472,19600816,   91,    0
111472,19600817,   87,    0
111472,19600818,   83,    0
111472,19600819,   75,    0
111472,19600820,   81,    0
111472,19600821,   77,    0
111472,19600822,   76,    0
111472,19600823,   77,    0
111472,19600824,   76,    0
111472,19600825,   78,    0
111472,19600826,   87,    0
111472,19600827,   89,    0
111472,19600828,   88,    0
111472,19600829,   89,    0
111472,19600830,   94,    0
111472,19600831,   85,    0
111472,19600901,   80,    0
111472,19600902,   88,    0
111472,19600903,   77,    0
111472,19600904,   88,    0
111472,19600905,   87,    0
111472,19600906,   93,    0
111472,19600907,   95,    0
111472,19600908,   80,    0
111472,19600909,   77,    0
111472,19600910,   75,    0
111472,19600911,   66,    0
111472,19600912,   71,    0
111472,19600913,   79,    0
111472,19600914,   91,    0
111472,19600915,   85,    0
111472,19600916,   77,    0
111472,19600917,   82,    0
111472,19600918,   74,    0
111472,19600919,   99,    0
111472,19600920,   93,    0
111472,19600921,   96,    0
111472,19600922,   86,    0
111472,19600923,   88,    0
111472,19600924,   80,    0
111472,19600925,   87,    0
111472,19600926,   77,    0
111472,19600927,   79,    0
111472,19600928,   74,    0
111472,19600929,   85,    0
111472,19600930,   84,    0
111472,19601001,   90,    0
111472,19601002,   71,    0
111472,19601003,   88,    0
111472,19601004,   85,    0
111472,19601005,   78,    0
111472,19601006,   87,    0
111472,19601007,   91,    0
111472,19601008,   83,    0
111472,19601009,   83,    0
111472,19601010,   92,    0
111472,19601011,   88,    0
111472,19601012,   81,    0
111472,19601013,   80,    0
111472,19601014,   84,    0
111472,19601015,   85,    0
111472,19601016,   86,    0
111472,19601017,   82,    0
111472,19601018,   94,    0
111472,19601019,   78,    0
111472,19601020,   81,    0
111472,19601021,   85,    0
111472,19601022,   79,    0
111472,19601023,   92,    0
111472,19601024,   96,    0
111472,19601025,   84,    0
111472,19601026,   94,    0
111472,19601027,   86,    0
111472,19601028,   84,    0
111472,19601029,   89,    0
111472,19601030,   93,    0
111472,19601031,   95,    0
111472,19601101,   94,    0
111472,19601102,   71,    0
111472,19601103,   65,    0
111472,19601104,   76,    0
111472,19601105,   88,    0
111472,19601106,   88,    0
111472,19601107,   89,    0
111472,19601108,   81,    0
111472,19601109,   84,    0
111472,19601110,   86,    0
111472,19601111,   82,    0
111472,19601112,   84,    0
111472,19601113,   92,    0
111472,19601114,   94,    0
111472,19601115,   96,    0
111472,19601116,   92,    0
111472,19601117,   92,    0
111472,19601118,   88,    0
111472,19601119,   89,    0
111472,19601120,   92,    0
111472,19601121,   70,    0
111472,19601122,   83,    0
111472,19601123,   92,    0
111472,19601124,   86,    0
111472,19601125,   97,    0
111472,19601126,   88,    0
111472,19601127,   95,    0
111472,19601128,   84,    0
111472,19601129,   95,    0
111472,19601130,   89,    0
111472,19601201,   70,    0
111472,19601202,   87,    0
111472,19601203,   86,    0
111472,19601204,   88,    0
111472,19601205,   86,    0
111472,19601206,   79,    0
111472,19601207,   92,    0
111472,19601208,   86,    0
111472,19601209,   85,    0
111472,19601210,   88,    0
111472,19601211,   77,    0
111472,19601212,   84,    0
111472,19601213,   94,    0
111472,19601214,   87,    0
111472,19601215,   89,    0
111472,19601216,   88,    0
111472,19601217,   91,    0
111472,19601218,   93,    0
111472,19601219,   96,    0
111472,19601220,   94,    0
111472,19601221,   99,    0
111472,19601222,   93,    0
111472,19601223,   93,    0
111472,19601224,   86,    0
111472,19601225,   95,    0
111472,19601226,   91,    0
111472,19601227,   92,    0
111472,19601228,   89,    0
111472,19601229,   91,    0
111472,19601230,   93,    0
111472,19601231,   97,    0
111472,19610101,   95,    0
111472,19610102,   90,    0
111472,19610103,   84,    0
111472,19610104,   96,    0
111472,19610105,   84,    0
111472,19610106,   96,    0
111472,19610107,   90,    0
111472,19610108,   89,    0
111472,19610109,   89,    0
111472,19610110,   93,    0
111472,19610111,   82,    0
111472,19610112,   86,    0
111472,19610113,   91,    0
111472,19610114,   91,    0
111472,19610115,   78,    0
111472,19610116,   69,    0
111472,19610117,   79,    0
111472,19610118,   81,    0
111472,19610119,   81,    0
111472,19610120,   95,    0
111472,19610121,   95,    0
111472,19610122,   97,    0
111472,19610123,   86,    0
111472,19610124,   85,    0
111472,19610125,   92,    0
111472,19610126,   89,    0
111472,19610127,   87,    0
111472,19610128,   90,    0
111472,19610129,   78,    0
111472,19610130,   96,    0
111472,19610131,   76,    0
111472,19610201,   84,    0
111472,19610202,   87,    0
111472,19610203,   89,    0
111472,19610204,   88,    0
111472,19610205,   87,    0
111472,19610206,   86,    0
111472,19610207,   78,    0
111472,19610208,   88,    0
111472,19610209,   81,    0
111472,19610210,   92,    0
111472,19610211,   93,    0
111472,19610212,   77,    0
111472,19610213,   91,    0
111472,19610214,   97,    0
111472,19610215,   90,    0
111472,19610216,   98,    0
111472,19610217,   88,    0
111472,19610218,   98,    0
111472,19610219,   88,    0
111472,19610220,   81,    0
111472,19610221,   73,    0
111472,19610222,   71,    0
111472,19610223,   83,    0
111472,19610224,   69,    0
111472,19610225,   60,    0
111472,19610226,   75,    0
111472,19610227,   92,    0
111472,19610228,   79,    0
111472,19610301,   83,    0
111472,19610302,   86,    0
111472,19610303,   75,    0
111472,19610304,   65,    0
111472,19610305,   62,    0
111472,19610306,   64,    0
111472,19610307,   64,    0
111472,19610308,   63,    0
111472,19610309,   63,    0
111472,19610310,   70,    0
111472,19610311,   73,    0
111472,19610312,   73,    0
111472,19610313,   90,    0
111472,19610314,   81,    0
111472,19610315,   72,    0
111472,19610316,   61,    0
111472,19610317,   61,    0
111472,19610318,   65,    0
111472,19610319,   78,    0
111472,19610320,   72,    0
111472,19610321,   82,    0
111472,19610322,   74,    0
111472,19610323,   78,    0
111472,19610324,   72,    0
111472,19610325,   70,    0
111472,19610326,   73,    0
111472,19610327,   66,    0
111472,19610328,   64,    0
111472,19610329,   67,    0
111472,19610330,   91,    0
111472,19610331,   71,    0
111472,19610401,   92,    0
111472,19610402,   88,    0
111472,19610403,   91,    0
111472,19610404,   74,    0
111472,19610405,   65,    0
111472,19610406,   49,    0
111472,19610407,   59,    0
111472,19610408,   80,    0
111472,19610409,   77,    0
111472,19610410,   77,    0
111472,19610411,   92,    0
111472,19610412,   82,    0
111472,19610413,   71,    0
111472,19610414,   91,    0
111472,19610415,   95,    0
111472,19610416,   80,    0
111472,19610417,   76,    0
111472,19610418,   83,    0
111472,19610419,   82,    0
111472,19610420,   78,    0
111472,19610421,   78,    0
111472,19610422,   85,    0
111472,19610423,   84,    0
111472,19610424,   87,    0
111472,19610425,   86,    0
111472,19610426,   82,    0
111472,19610427,   82,    0
111472,19610428,   66,    0
111472,19610429,   84,    0
111472,19610430,   92,    0
111472,19610501,   90,    0
111472,19610502,   83,    0
111472,19610503,   76,    0
111472,19610504,   83,    0
111472,19610505,   79,    0
111472,19610506,   79,    0
111472,19610507,   79,    0
111472,19610508,   73,    0
111472,19610509,   86,    0
111472,19610510,   68,    0
111472,19610511,   67,    0
111472,19610512,   72,    0
111472,19610513,   68,    0
111472,19610514,   73,    0
111472,19610515,   68,    0
111472,19610516,   71,    0
111472,19610517,   70,    0
111472,19610518,   64,    0
111472,19610519,   69,    0
111472,19610520,   86,    0
111472,19610521,   91,    0
111472,19610522,   81,    0
111472,19610523,   74,    0
111472,19610524,   67,    0
111472,19610525,   66,    0
111472,19610526,   97,    0
111472,19610527,   80,    0
111472,19610528,   84,    0
111472,19610529,   81,    0
111472,19610530,   80,    0
111472,19610531,   72,    0
111472,19610601,   87,    0
111472,19610602,   97,    0
111472,19610603,   92,    0
111472,19610604,   93,    0
111472,19610605,   87,    0
111472,19610606,   88,    0
111472,19610607,   94,    0
111472,19610608,   80,    0
111472,19610609,   94,    0
111472,19610610,   78,    0
111472,19610611,   83,    0
111472,19610612,   78,    0
111472,19610613,   91,    0
111472,19610614,   71,    0
111472,19610615,   63,    0
111472,19610616,   62,    0
111472,19610617,   68,    0
111472,19610618,   65,    0
111472,19610619,   74,    0
111472,19610620,   62,    0
111472,19610621,   61,    0
111472,19610622,   60,    0
111472,19610623,   62,    0
111472,19610624,   62,    0
111472,19610625,   60,    0
111472,19610626,   81,    0
111472,19610627,   80,    0
111472,19610628,   66,    0
111472,19610629,   65,    0
111472,19610630,   54,    0
111472,19610701,   57,    0
111472,19610702,   59,    0
111472,19610703,   73,    0
111472,19610704,   69,    0
111472,19610705,   71,    0
111472,19610706,   59,    0
111472,19610707,   63,    0
111472,19610708,   87,    0
111472,19610709,   80,    0
111472,19610710,   79,    0
111472,19610711,   77,    0
111472,19610712,   74,    0
111472,19610713,   82,    0
111472,19610714,   91,    0
111472,19610715,   68,    0
111472,19610716,   92,    0
111472,19610717,   88,    0
111472,19610718,   87,    0
111472,19610719,   78,    0
111472,19610720,   84,    0
111472,19610721,   74,    0
111472,19610722,   77,    0
111472,19610723,   78,    0
111472,19610724,   75,    0
111472,19610725,   70,    0
111472,19610726,   66,    0
111472,19610727,   93,    0
111472,19610728,   94,    0
111472,19610729,   86,    0
111472,19610730,   79,    0
111472,19610731,   73,    0
111472,19610801,   73,    0
111472,19610802,   80,    0
111472,19610803,   78,    0
111472,19610804,   64,    0
111472,19610805,   63,    0
111472,19610806,   84,    0
111472,19610807,   82,    0
111472,19610808,   72,    0
111472,19610809,   76,    0
111472,19610810,   88,    0
111472,19610811,   77,    0
111472,19610812,   86,    0
111472,19610813,   83,    0
111472,19610814,   85,    0
111472,19610815,   92,    0
111472,19610816,   83,    0
111472,19610817,   81,    0
111472,19610818,   81,    0
111472,19610819,   88,    0
111472,19610820,   84,    0
111472,19610821,   83,    0
111472,19610822,   87,    0
111472,19610823,   86,    0
111472,19610824,   84,    0
111472,19610825,   87,    0
111472,19610826,   80,    0
111472,19610827,   80,    0
111472,19610828,   77,    0
111472,19610829,   69,    0
111472,19610830,   70,    0
111472,19610831,   62,    0
111472,19610901,   62,    0
111472,19610902,   70,    0
111472,19610903,   74,    0
111472,19610904,   75,    0
111472,19610905,   75,    0
111472,19610906,   90,    0
111472,19610907,   79,    0
111472,19610908,   88,    0
111472,19610909,   85,    0
111472,19610910,   74,    0
111472,19610911,   81,    0
111472,19610912,   76,    0
111472,19610913,   79,    0
111472,19610914,   88,    0
111472,19610915,   82,    0
111472,19610916,   77,    0
111472,19610917,   71,    0
111472,19610918,   76,    0
111472,19610919,   79,    0
111472,19610920,   83,    0
111472,19610921,   92,    0
111472,19610922,   89,    0
111472,19610923,   69,    0
111472,19610924,   80,    0
111472,19610925,   86,    0
111472,19610926,   78,    0
111472,19610927,   86,    0
111472,19610928,   82,    0
111472,19610929,   69,    0
111472,19610930,   76,    0
111472,19611001,   87,    0
111472,19611002,   98,    0
111472,19611003,   92,    0
111472,19611004,   81,    0
111472,19611005,   77,    0
111472,19611006,   75,    0
111472,19611007,   82,    0
111472,19611008,   81,    0
111472,19611009,   84,    0
111472,19611010,   83,    0
111472,19611011,   83,    0
111472,19611012,   80,    0
111472,19611013,   86,    0
111472,19611014,   70,    0
111472,19611015,   83,    0
111472,19611016,   96,    0
111472,19611017,   90,    0
111472,19611018,   87,    0
111472,19611019,   97,    0
111472,19611020,   77,    0
111472,19611021,   84,    0
111472,19611022,   79,    0
111472,19611023,   89,    0
111472,19611024,   77,    0
111472,19611025,   93,    0
111472,19611026,   91,    0
111472,19611027,   87,    0
111472,19611028,   84,    0
111472,19611029,   94,    0
111472,19611030,   99,    0
111472,19611031,   90,    0
111472,19611101,   87,    0
111472,19611102,   86,    0
111472,19611103,   89,    0
111472,19611104,   83,    0
111472,19611105,   94,    0
111472,19611106,   97,    0
111472,19611107,   99,    0
111472,19611108,   94,    0
111472,19611109,   95,    0
111472,19611110,   84,    0
111472,19611111,   80,    0
111472,19611112,   80,    0
111472,19611113,   91,    0
111472,19611114,   91,    0
111472,19611115,   89,    0
111472,19611116,   86,    0
111472,19611117,   81,    0
111472,19611118,   80,    0
111472,19611119,   72,    0
111472,19611120,   69,    0
111472,19611121,   80,    0
111472,19611122,   88,    0
111472,19611123,   88,    0
111472,19611124,   97,    0
111472,19611125,   99,    0
111472,19611126,   98,    0
111472,19611127,   79,    0
111472,19611128,   96,    0
111472,19611129,   85,    0
111472,19611130,   91,    0
111472,19611201,   96,    0
111472,19611202,   76,    0
111472,19611203,   96,    0
111472,19611204,   91,    0
111472,19611205,   65,    0
111472,19611206,   81,    0
111472,19611207,   93,    0
111472,19611208,   94,    0
111472,19611209,   98,    0
111472,19611210,   93,    0
111472,19611211,   82,    0
111472,19611212,   87,    0
111472,19611213,   98,    0
111472,19611214,   88,    0
111472,19611215,   88,    0
111472,19611216,   83,    0
111472,19611217,   69,    0
111472,19611218,   74,    0
111472,19611219,   75,    0
111472,19611220,   85,    0
111472,19611221,   93,    0
111472,19611222,   89,    0
111472,19611223,   80,    0
111472,19611224,   69,    0
111472,19611225,   76,    0
111472,19611226,   75,    0
111472,19611227,   76,    0
111472,19611228,   94,    0
111472,19611229,   89,    0
111472,19611230,   81,    0
111472,19611231,   82,    0
111472,19620101,   83,    0
111472,19620102,   80,    0
111472,19620103,   66,    0
111472,19620104,   70,    0
111472,19620105,   91,    0
111472,19620106,   96,    0
111472,19620107,   98,    0
111472,19620108,   98,    0
111472,19620109,   90,    0
111472,19620110,   78,    0
111472,19620111,   76,    0
111472,19620112,   86,    0
111472,19620113,   90,    0
111472,19620114,   89,    0
111472,19620115,   86,    0
111472,19620116,   66,    0
111472,19620117,   84,    0
111472,19620118,   90,    0
111472,19620119,   85,    0
111472,19620120,   90,    0
111472,19620121,   83,    0
111472,19620122,   73,    0
111472,19620123,   87,    0
111472,19620124,   94,    0
111472,19620125,   88,    0
111472,19620126,   91,    0
111472,19620127,   72,    0
111472,19620128,   85,    0
111472,19620129,   71,    0
111472,19620130,   73,    0
111472,19620131,   79,    0
111472,19620201,   93,    0
111472,19620202,   89,    0
111472,19620203,   88,    0
111472,19620204,   98,    0
111472,19620205,   71,    0
111472,19620206,   95,    0
111472,19620207,   89,    0
111472,19620208,   88,    0
111472,19620209,   74,    0
111472,19620210,   83,    0
111472,19620211,   72,    0
111472,19620212,   94,    0
111472,19620213,   88,    0
111472,19620214,   81,    0
111472,19620215,   80,    0
111472,19620216,   85,    0
111472,19620217,   71,    0
111472,19620218,   80,    0
111472,19620219,   73,    0
111472,19620220,   75,    0
111472,19620221,   67,    0
111472,19620222,   67,    0
111472,19620223,   62,    0
111472,19620224,   60,    0
111472,19620225,   65,    0
111472,19620226,   68,    0
111472,19620227,   74,    0
111472,19620228,   76,    0
111472,19620301,   81,    0
111472,19620302,   75,    0
111472,19620303,   79,    0
111472,19620304,   96,    0
111472,19620305,   89,    0
111472,19620306,   74,    0
111472,19620307,   67,    0
111472,19620308,   43,    0
111472,19620309,   71,    0
111472,19620310,   86,    0
111472,19620311,   91,    0
111472,19620312,   72,    0
111472,19620313,   69,    0
111472,19620314,   80,    0
111472,19620315,   75,    0
111472,19620316,   64,    0
111472,19620317,   74,    0
111472,19620318,   72,    0
111472,19620319,   59,    0
111472,19620320,   55,    0
111472,19620321,   68,    0
111472,19620322,   60,    0
111472,19620323,   54,    0
111472,19620324,   61,    0
111472,19620325,   62,    0
111472,19620326,   78,    0
111472,19620327,   79,    0
111472,19620328,   67,    0
111472,19620329,   93,    0
111472,19620330,   94,    0
111472,19620331,   72,    0
111472,19620401,   66,    0
111472,19620402,   67,    0
111472,19620403,   76,    0
111472,19620404,   84,    0
111472,19620405,   87,    0
111472,19620406,   78,    0
111472,19620407,   83,    0
111472,19620408,   84,    0
111472,19620409,   74,    0
111472,19620410,   92,    0
111472,19620411,   75,    0
111472,19620412,   90,    0
111472,19620413,   66,    0
111472,19620414,   78,    0
111472,19620415,   85,    0
111472,19620416,   72,    0
111472,19620417,   65,    0
111472,19620418,   65,    0
111472,19620419,   69,    0
111472,19620420,   62,    0
111472,19620421,   68,    0
111472,19620422,   72,    0
111472,19620423,   67,    0
111472,19620424,   64,    0
111472,19620425,   61,    0
111472,19620426,   60,    0
111472,19620427,   67,    0
111472,19620428,   58,    0
111472,19620429,   60,    0
111472,19620430,   52,    0
111472,19620501,   54,    0
111472,19620502,   73,    0
111472,19620503,   53,    0
111472,19620504,   71,    0
111472,19620505,   69,    0
111472,19620506,   94,    0
111472,19620507,   61,    0
111472,19620508,   80,    0
111472,19620509,   92,    0
111472,19620510,   75,    0
111472,19620511,   77,    0
111472,19620512,   82,    0
111472,19620513,   83,    0
111472,19620514,   73,    0
111472,19620515,   86,    0
111472,19620516,   78,    0
111472,19620517,   78,    0
111472,19620518,   73,    0
111472,19620519,   73,    0
111472,19620520,   71,    0
111472,19620521,   81,    0
111472,19620522,   74,    0
111472,19620523,   65,    0
111472,19620524,   79,    0
111472,19620525,   74,    0
111472,19620526,   77,    0
111472,19620527,   82,    0
111472,19620528,   80,    0
111472,19620529,   78,    0
111472,19620530,   79,    0
111472,19620531,   66,    0
111472,19620601,   61,    0
111472,19620602,   60,    0
111472,19620603,   55,    0
111472,19620604,   54,    0
111472,19620605,   57,    0
111472,19620606,   54,    0
111472,19620607,   50,    0
111472,19620608,   52,    0
111472,19620609,   48,    0
111472,19620610,   56,    0
111472,19620611,   69,    0
111472,19620612,   68,    0
111472,19620613,   56,    0
111472,19620614,   62,    0
111472,19620615,   65,    0
111472,19620616,   72,    0
111472,19620617,   68,    0
111472,19620618,   61,    0
111472,19620619,   65,    0
111472,19620620,   63,    0
111472,19620621,   67,    0
111472,19620622,   65,    0
111472,19620623,   66,    0
111472,19620624,   59,    0
111472,19620625,   53,    0
111472,19620626,   61,    0
111472,19620627,   65,    0
111472,19620628,   64,    0
111472,19620629,   59,    0
111472,19620630,   70,    0
111472,19620701,   75,    0
111472,19620702,   69,    0
111472,19620703,   68,    0
111472,19620704,   84,    0
111472,19620705,   80,    0
111472,19620706,   82,    0
111472,19620707,   71,    0
111472,19620708,   59,    0
111472,19620709,   52,    0
111472,19620710,   69,    0
111472,19620711,   69,    0
111472,19620712,   84,    0
111472,19620713,   74,    0
111472,19620714,   82,    0
111472,19620715,   94,    0
111472,19620716,   89,    0
111472,19620717,   64,    0
111472,19620718,   75,    0
111472,19620719,   84,    0
111472,19620720,   76,    0
111472,19620721,   79,    0
111472,19620722,   61,    0
111472,19620723,   68,    0
111472,19620724,   63,    0
111472,19620725,   61,    0
111472,19620726,   79,    0
111472,19620727,   72,    0
111472,19620728,   67,    0
111472,19620729,   64,    0
111472,19620730,   61,    0
111472,19620731,   68,    0
111472,19620801,   65,    0
111472,19620802,   71,    0
111472,19620803,   79,    0
111472,19620804,   79,    0
111472,19620805,   85,    0
111472,19620806,   78,    0
111472,19620807,   76,    0
111472,19620808,   76,    0
111472,19620809,   71,    0
111472,19620810,   78,    0
111472,19620811,   70,    0
111472,19620812,   64,    0
111472,19620813,   72,    0
111472,19620814,   78,    0
111472,19620815,   70,    0
111472,19620816,   73,    0
111472,19620817,   79,    0
111472,19620818,   70,    0
111472,19620819,   71,    0
111472,19620820,   64,    0
111472,19620821,   67,    0
111472,19620822,   71,    0
111472,19620823,   70,    0
111472,19620824,   86,    0
111472,19620825,   77,    0
111472,19620826,   71,    0
111472,19620827,   63,    0
111472,19620828,   67,    0
111472,19620829,   70,    0
111472,19620830,   61,    0
111472,19620831,   69,    0
111472,19620901,   63,    0
111472,19620902,   63,    0
111472,19620903,   69,    0
111472,19620904,   90,    0
111472,19620905,   78,    0
111472,19620906,   90,    0
111472,19620907,   89,    0
111472,19620908,   85,    0
111472,19620909,   74,    0
