EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 27-06-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 CC   : daily Cloud cover in oktas
23-27 Q_CC : quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, TRIER-PETRISBERG (STAID: 2760).
Blended and updated with sources: 111471 910609 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   CC, Q_CC
111471,19480513,    7,    0
111471,19480514,    4,    0
111471,19480515,    4,    0
111471,19480516,    0,    0
111471,19480517,    0,    0
111471,19480518,    0,    0
111471,19480519,    2,    0
111471,19480520,    2,    0
111471,19480521,    3,    0
111471,19480522,    4,    0
111471,19480523,    2,    0
111471,19480524,    6,    0
111471,19480525,    6,    0
111471,19480526,    7,    0
111471,19480527,    5,    0
111471,19480528,    8,    0
111471,19480529,    6,    0
111471,19480530,    6,    0
111471,19480531,    8,    0
111471,19480601,    6,    0
111471,19480602,    7,    0
111471,19480603,    6,    0
111471,19480604,    7,    0
111471,19480605,    7,    0
111471,19480606,    6,    0
111471,19480607,    3,    0
111471,19480608,    3,    0
111471,19480609,    5,    0
111471,19480610,    2,    0
111471,19480611,    2,    0
111471,19480612,    4,    0
111471,19480613,    3,    0
111471,19480614,    3,    0
111471,19480615,    7,    0
111471,19480616,    6,    0
111471,19480617,    6,    0
111471,19480618,    6,    0
111471,19480619,    7,    0
111471,19480620,    7,    0
111471,19480621,    8,    0
111471,19480622,    8,    0
111471,19480623,    7,    0
111471,19480624,    7,    0
111471,19480625,    4,    0
111471,19480626,    7,    0
111471,19480627,    7,    0
111471,19480628,    8,    0
111471,19480629,    7,    0
111471,19480630,    8,    0
111471,19480701,    8,    0
111471,19480702,    8,    0
111471,19480703,    8,    0
111471,19480704,    5,    0
111471,19480705,    7,    0
111471,19480706,    8,    0
111471,19480707,    8,    0
111471,19480708,    7,    0
111471,19480709,    7,    0
111471,19480710,    8,    0
111471,19480711,    8,    0
111471,19480712,    8,    0
111471,19480713,    8,    0
111471,19480714,    7,    0
111471,19480715,    7,    0
111471,19480716,    7,    0
111471,19480717,    7,    0
111471,19480718,    8,    0
111471,19480719,    7,    0
111471,19480720,    4,    0
111471,19480721,    4,    0
111471,19480722,    6,    0
111471,19480723,    3,    0
111471,19480724,    7,    0
111471,19480725,    1,    0
111471,19480726,    1,    0
111471,19480727,    2,    0
111471,19480728,    1,    0
111471,19480729,    1,    0
111471,19480730,    5,    0
111471,19480731,    3,    0
111471,19480801,    3,    0
111471,19480802,    6,    0
111471,19480803,    6,    0
111471,19480804,    6,    0
111471,19480805,    6,    0
111471,19480806,    6,    0
111471,19480807,    7,    0
111471,19480808,    5,    0
111471,19480809,    5,    0
111471,19480810,    6,    0
111471,19480811,    6,    0
111471,19480812,    8,    0
111471,19480813,    5,    0
111471,19480814,    6,    0
111471,19480815,    5,    0
111471,19480816,    2,    0
111471,19480817,    8,    0
111471,19480818,    8,    0
111471,19480819,    6,    0
111471,19480820,    5,    0
111471,19480821,    5,    0
111471,19480822,    8,    0
111471,19480823,    7,    0
111471,19480824,    6,    0
111471,19480825,    6,    0
111471,19480826,    4,    0
111471,19480827,    4,    0
111471,19480828,    5,    0
111471,19480829,    1,    0
111471,19480830,    1,    0
111471,19480831,    2,    0
111471,19480901,    6,    0
111471,19480902,    3,    0
111471,19480903,    6,    0
111471,19480904,    8,    0
111471,19480905,    8,    0
111471,19480906,    7,    0
111471,19480907,    4,    0
111471,19480908,    4,    0
111471,19480909,    1,    0
111471,19480910,    1,    0
111471,19480911,    5,    0
111471,19480912,    5,    0
111471,19480913,    6,    0
111471,19480914,    7,    0
111471,19480915,    8,    0
111471,19480916,    7,    0
111471,19480917,    4,    0
111471,19480918,    7,    0
111471,19480919,    3,    0
111471,19480920,    8,    0
111471,19480921,    5,    0
111471,19480922,    3,    0
111471,19480923,    5,    0
111471,19480924,    1,    0
111471,19480925,    0,    0
111471,19480926,    3,    0
111471,19480927,    3,    0
111471,19480928,    3,    0
111471,19480929,    6,    0
111471,19480930,    7,    0
111471,19481001,    5,    0
111471,19481002,    3,    0
111471,19481003,    1,    0
111471,19481004,    6,    0
111471,19481005,    5,    0
111471,19481006,    0,    0
111471,19481007,    3,    0
111471,19481008,    0,    0
111471,19481009,    1,    0
111471,19481010,    2,    0
111471,19481011,    4,    0
111471,19481012,    8,    0
111471,19481013,    5,    0
111471,19481014,    8,    0
111471,19481015,    5,    0
111471,19481016,    4,    0
111471,19481017,    7,    0
111471,19481018,    7,    0
111471,19481019,    3,    0
111471,19481020,    6,    0
111471,19481021,    6,    0
111471,19481022,    8,    0
111471,19481023,    5,    0
111471,19481024,    3,    0
111471,19481025,    5,    0
111471,19481026,    6,    0
111471,19481027,    7,    0
111471,19481028,    8,    0
111471,19481029,    8,    0
111471,19481030,    6,    0
111471,19481031,    8,    0
111471,19481101,    6,    0
111471,19481102,    8,    0
111471,19481103,    6,    0
111471,19481104,    8,    0
111471,19481105,    5,    0
111471,19481106,    4,    0
111471,19481107,    6,    0
111471,19481108,    8,    0
111471,19481109,    6,    0
111471,19481110,    8,    0
111471,19481111,    6,    0
111471,19481112,    6,    0
111471,19481113,    6,    0
111471,19481114,    7,    0
111471,19481115,    7,    0
111471,19481116,    8,    0
111471,19481117,    8,    0
111471,19481118,    7,    0
111471,19481119,    8,    0
111471,19481120,    8,    0
111471,19481121,    8,    0
111471,19481122,    5,    0
111471,19481123,    4,    0
111471,19481124,    3,    0
111471,19481125,    1,    0
111471,19481126,    1,    0
111471,19481127,    1,    0
111471,19481128,    1,    0
111471,19481129,    0,    0
111471,19481130,    3,    0
111471,19481201,    4,    0
111471,19481202,    3,    0
111471,19481203,    0,    0
111471,19481204,    7,    0
111471,19481205,    4,    0
111471,19481206,    4,    0
111471,19481207,    5,    0
111471,19481208,    7,    0
111471,19481209,    8,    0
111471,19481210,    7,    0
111471,19481211,    7,    0
111471,19481212,    8,    0
111471,19481213,    7,    0
111471,19481214,    8,    0
111471,19481215,    8,    0
111471,19481216,    6,    0
111471,19481217,    7,    0
111471,19481218,    6,    0
111471,19481219,    7,    0
111471,19481220,    8,    0
111471,19481221,    6,    0
111471,19481222,    0,    0
111471,19481223,    1,    0
111471,19481224,    3,    0
111471,19481225,    0,    0
111471,19481226,    0,    0
111471,19481227,    1,    0
111471,19481228,    7,    0
111471,19481229,    4,    0
111471,19481230,    7,    0
111471,19481231,    7,    0
111471,19490101,    8,    0
111471,19490102,    8,    0
111471,19490103,    8,    0
111471,19490104,    8,    0
111471,19490105,    8,    0
111471,19490106,    8,    0
111471,19490107,    8,    0
111471,19490108,    8,    0
111471,19490109,    6,    0
111471,19490110,    3,    0
111471,19490111,    8,    0
111471,19490112,    6,    0
111471,19490113,    2,    0
111471,19490114,    8,    0
111471,19490115,    7,    0
111471,19490116,    8,    0
111471,19490117,    8,    0
111471,19490118,    8,    0
111471,19490119,    8,    0
111471,19490120,    7,    0
111471,19490121,    7,    0
111471,19490122,    5,    0
111471,19490123,    0,    0
111471,19490124,    1,    0
111471,19490125,    3,    0
111471,19490126,    0,    0
111471,19490127,    4,    0
111471,19490128,    4,    0
111471,19490129,    3,    0
111471,19490130,    4,    0
111471,19490131,    8,    0
111471,19490201,    1,    0
111471,19490202,    1,    0
111471,19490203,    0,    0
111471,19490204,    0,    0
111471,19490205,    0,    0
111471,19490206,    1,    0
111471,19490207,    6,    0
111471,19490208,    8,    0
111471,19490209,    8,    0
111471,19490210,    4,    0
111471,19490211,    3,    0
111471,19490212,    8,    0
111471,19490213,    8,    0
111471,19490214,    8,    0
111471,19490215,    8,    0
111471,19490216,    5,    0
111471,19490217,    3,    0
111471,19490218,    3,    0
111471,19490219,    3,    0
111471,19490220,    4,    0
111471,19490221,    3,    0
111471,19490222,    3,    0
111471,19490223,    8,    0
111471,19490224,    8,    0
111471,19490225,    8,    0
111471,19490226,    7,    0
111471,19490227,    7,    0
111471,19490228,    3,    0
111471,19490301,    8,    0
111471,19490302,    3,    0
111471,19490303,    4,    0
111471,19490304,    1,    0
111471,19490305,    1,    0
111471,19490306,    6,    0
111471,19490307,    6,    0
111471,19490308,    1,    0
111471,19490309,    7,    0
111471,19490310,    8,    0
111471,19490311,    8,    0
111471,19490312,    6,    0
111471,19490313,    8,    0
111471,19490314,    8,    0
111471,19490315,    7,    0
111471,19490316,    6,    0
111471,19490317,    8,    0
111471,19490318,    7,    0
111471,19490319,    2,    0
111471,19490320,    4,    0
111471,19490321,    1,    0
111471,19490322,    0,    0
111471,19490323,    0,    0
111471,19490324,    0,    0
111471,19490325,    0,    0
111471,19490326,    4,    0
111471,19490327,    0,    0
111471,19490328,    0,    0
111471,19490329,    0,    0
111471,19490330,    1,    0
111471,19490331,    0,    0
111471,19490401,    0,    0
111471,19490402,    1,    0
111471,19490403,    7,    0
111471,19490404,    6,    0
111471,19490405,    8,    0
111471,19490406,    8,    0
111471,19490407,    7,    0
111471,19490408,    6,    0
111471,19490409,    6,    0
111471,19490410,    4,    0
111471,19490411,    6,    0
111471,19490412,    8,    0
111471,19490413,    4,    0
111471,19490414,    2,    0
111471,19490415,    1,    0
111471,19490416,    1,    0
111471,19490417,    1,    0
111471,19490418,    1,    0
111471,19490419,    5,    0
111471,19490420,    5,    0
111471,19490421,    2,    0
111471,19490422,    3,    0
111471,19490423,    1,    0
111471,19490424,    3,    0
111471,19490425,    7,    0
111471,19490426,    6,    0
111471,19490427,    8,    0
111471,19490428,    4,    0
111471,19490429,    8,    0
111471,19490430,    5,    0
111471,19490501,    4,    0
111471,19490502,    0,    0
111471,19490503,    1,    0
111471,19490504,    5,    0
111471,19490505,    6,    0
111471,19490506,    7,    0
111471,19490507,    7,    0
111471,19490508,    2,    0
111471,19490509,    6,    0
111471,19490510,    4,    0
111471,19490511,    4,    0
111471,19490512,    5,    0
111471,19490513,    6,    0
111471,19490514,    5,    0
111471,19490515,    7,    0
111471,19490516,    8,    0
111471,19490517,    8,    0
111471,19490518,    5,    0
111471,19490519,    8,    0
111471,19490520,    8,    0
111471,19490521,    6,    0
111471,19490522,    6,    0
111471,19490523,    5,    0
111471,19490524,    6,    0
111471,19490525,    5,    0
111471,19490526,    7,    0
111471,19490527,    5,    0
111471,19490528,    5,    0
111471,19490529,    7,    0
111471,19490530,    7,    0
111471,19490531,    6,    0
111471,19490601,    3,    0
111471,19490602,    7,    0
111471,19490603,    5,    0
111471,19490604,    5,    0
111471,19490605,    5,    0
111471,19490606,    1,    0
111471,19490607,    4,    0
111471,19490608,    7,    0
111471,19490609,    7,    0
111471,19490610,    6,    0
111471,19490611,    8,    0
111471,19490612,    5,    0
111471,19490613,    2,    0
111471,19490614,    6,    0
111471,19490615,    1,    0
111471,19490616,    1,    0
111471,19490617,    4,    0
111471,19490618,    8,    0
111471,19490619,    7,    0
111471,19490620,    3,    0
111471,19490621,    1,    0
111471,19490622,    2,    0
111471,19490623,    5,    0
111471,19490624,    3,    0
111471,19490625,    4,    0
111471,19490626,    1,    0
111471,19490627,    2,    0
111471,19490628,    4,    0
111471,19490629,    3,    0
111471,19490630,    7,    0
111471,19490701,    2,    0
111471,19490702,    1,    0
111471,19490703,    0,    0
111471,19490704,    1,    0
111471,19490705,    3,    0
111471,19490706,    7,    0
111471,19490707,    3,    0
111471,19490708,    3,    0
111471,19490709,    3,    0
111471,19490710,    1,    0
111471,19490711,    2,    0
111471,19490712,    0,    0
111471,19490713,    3,    0
111471,19490714,    2,    0
111471,19490715,    7,    0
111471,19490716,    5,    0
111471,19490717,    7,    0
111471,19490718,    7,    0
111471,19490719,    8,    0
111471,19490720,    6,    0
111471,19490721,    2,    0
111471,19490722,    6,    0
111471,19490723,    5,    0
111471,19490724,    4,    0
111471,19490725,    3,    0
111471,19490726,    5,    0
111471,19490727,    2,    0
111471,19490728,    4,    0
111471,19490729,    5,    0
111471,19490730,    2,    0
111471,19490731,    5,    0
111471,19490801,    6,    0
111471,19490802,    8,    0
111471,19490803,    5,    0
111471,19490804,    4,    0
111471,19490805,    0,    0
111471,19490806,    4,    0
111471,19490807,    4,    0
111471,19490808,    7,    0
111471,19490809,    8,    0
111471,19490810,    3,    0
111471,19490811,    8,    0
111471,19490812,    3,    0
111471,19490813,    3,    0
111471,19490814,    2,    0
111471,19490815,    2,    0
111471,19490816,    4,    0
111471,19490817,    5,    0
111471,19490818,    6,    0
111471,19490819,    7,    0
111471,19490820,    6,    0
111471,19490821,    1,    0
111471,19490822,    1,    0
111471,19490823,    7,    0
111471,19490824,    6,    0
111471,19490825,    6,    0
111471,19490826,    3,    0
111471,19490827,    8,    0
111471,19490828,    4,    0
111471,19490829,    5,    0
111471,19490830,    3,    0
111471,19490831,    6,    0
111471,19490901,    6,    0
111471,19490902,    5,    0
111471,19490903,    1,    0
111471,19490904,    1,    0
111471,19490905,    2,    0
111471,19490906,    1,    0
111471,19490907,    8,    0
111471,19490908,    4,    0
111471,19490909,    3,    0
111471,19490910,    1,    0
111471,19490911,    0,    0
111471,19490912,    4,    0
111471,19490913,    5,    0
111471,19490914,    6,    0
111471,19490915,    4,    0
111471,19490916,    4,    0
111471,19490917,    4,    0
111471,19490918,    7,    0
111471,19490919,    5,    0
111471,19490920,    5,    0
111471,19490921,    5,    0
111471,19490922,    6,    0
111471,19490923,    2,    0
111471,19490924,    5,    0
111471,19490925,    1,    0
111471,19490926,    3,    0
111471,19490927,    4,    0
111471,19490928,    0,    0
111471,19490929,    3,    0
111471,19490930,    5,    0
111471,19491001,    6,    0
111471,19491002,    3,    0
111471,19491003,    5,    0
111471,19491004,    1,    0
111471,19491005,    1,    0
111471,19491006,    5,    0
111471,19491007,    3,    0
111471,19491008,    3,    0
111471,19491009,    8,    0
111471,19491010,    4,    0
111471,19491011,    7,    0
111471,19491012,    4,    0
111471,19491013,    5,    0
111471,19491014,    3,    0
111471,19491015,    7,    0
111471,19491016,    5,    0
111471,19491017,    5,    0
111471,19491018,    7,    0
111471,19491019,    6,    0
111471,19491020,    4,    0
111471,19491021,    7,    0
111471,19491022,    7,    0
111471,19491023,    5,    0
111471,19491024,    8,    0
111471,19491025,    3,    0
111471,19491026,    7,    0
111471,19491027,    4,    0
111471,19491028,    1,    0
111471,19491029,    7,    0
111471,19491030,    2,    0
111471,19491031,    3,    0
111471,19491101,    0,    0
111471,19491102,    1,    0
111471,19491103,    0,    0
111471,19491104,    1,    0
111471,19491105,    7,    0
111471,19491106,    7,    0
111471,19491107,    6,    0
111471,19491108,    8,    0
111471,19491109,    6,    0
111471,19491110,    5,    0
111471,19491111,    8,    0
111471,19491112,    6,    0
111471,19491113,    7,    0
111471,19491114,    5,    0
111471,19491115,    7,    0
111471,19491116,    8,    0
111471,19491117,    5,    0
111471,19491118,    6,    0
111471,19491119,    8,    0
111471,19491120,    8,    0
111471,19491121,    5,    0
111471,19491122,    8,    0
111471,19491123,    4,    0
111471,19491124,    8,    0
111471,19491125,    3,    0
111471,19491126,    8,    0
111471,19491127,    8,    0
111471,19491128,    8,    0
111471,19491129,    7,    0
111471,19491130,    8,    0
111471,19491201,    8,    0
111471,19491202,    7,    0
111471,19491203,    8,    0
111471,19491204,    7,    0
111471,19491205,    8,    0
111471,19491206,    8,    0
111471,19491207,    8,    0
111471,19491208,    8,    0
111471,19491209,    5,    0
111471,19491210,    8,    0
111471,19491211,    7,    0
111471,19491212,    8,    0
111471,19491213,    6,    0
111471,19491214,    8,    0
111471,19491215,    8,    0
111471,19491216,    6,    0
111471,19491217,    6,    0
111471,19491218,    6,    0
111471,19491219,    8,    0
111471,19491220,    6,    0
111471,19491221,    8,    0
111471,19491222,    4,    0
111471,19491223,    7,    0
111471,19491224,    4,    0
111471,19491225,    8,    0
111471,19491226,    8,    0
111471,19491227,    8,    0
111471,19491228,    8,    0
111471,19491229,    7,    0
111471,19491230,    4,    0
111471,19491231,    3,    0
111471,19500101,    2,    0
111471,19500102,    8,    0
111471,19500103,    8,    0
111471,19500104,    8,    0
111471,19500105,    8,    0
111471,19500106,    4,    0
111471,19500107,    6,    0
111471,19500108,    4,    0
111471,19500109,    5,    0
111471,19500110,    8,    0
111471,19500111,    8,    0
111471,19500112,    3,    0
111471,19500113,    8,    0
111471,19500114,    8,    0
111471,19500115,    8,    0
111471,19500116,    6,    0
111471,19500117,    8,    0
111471,19500118,    8,    0
111471,19500119,    6,    0
111471,19500120,    7,    0
111471,19500121,    1,    0
111471,19500122,    1,    0
111471,19500123,    0,    0
111471,19500124,    0,    0
111471,19500125,    7,    0
111471,19500126,    7,    0
111471,19500127,    5,    0
111471,19500128,    2,    0
111471,19500129,    1,    0
111471,19500130,    5,    0
111471,19500131,    8,    0
111471,19500201,    7,    0
111471,19500202,    6,    0
111471,19500203,    7,    0
111471,19500204,    8,    0
111471,19500205,    7,    0
111471,19500206,    8,    0
111471,19500207,    6,    0
111471,19500208,    8,    0
111471,19500209,    8,    0
111471,19500210,    8,    0
111471,19500211,    7,    0
111471,19500212,    8,    0
111471,19500213,    8,    0
111471,19500214,    5,    0
111471,19500215,    8,    0
111471,19500216,    8,    0
111471,19500217,    0,    0
111471,19500218,    3,    0
111471,19500219,    6,    0
111471,19500220,    8,    0
111471,19500221,    8,    0
111471,19500222,    3,    0
111471,19500223,    7,    0
111471,19500224,    8,    0
111471,19500225,    8,    0
111471,19500226,    8,    0
111471,19500227,    5,    0
111471,19500228,    5,    0
111471,19500301,    4,    0
111471,19500302,    0,    0
111471,19500303,    5,    0
111471,19500304,    5,    0
111471,19500305,    8,    0
111471,19500306,    1,    0
111471,19500307,    3,    0
111471,19500308,    3,    0
111471,19500309,    1,    0
111471,19500310,    8,    0
111471,19500311,    7,    0
111471,19500312,    5,    0
111471,19500313,    2,    0
111471,19500314,    6,    0
111471,19500315,    5,    0
111471,19500316,    3,    0
111471,19500317,    8,    0
111471,19500318,    5,    0
111471,19500319,    4,    0
111471,19500320,    7,    0
111471,19500321,    6,    0
111471,19500322,    4,    0
111471,19500323,    7,    0
111471,19500324,    4,    0
111471,19500325,    4,    0
111471,19500326,    3,    0
111471,19500327,    1,    0
111471,19500328,    0,    0
111471,19500329,    4,    0
111471,19500330,    8,    0
111471,19500331,    3,    0
111471,19500401,    8,    0
111471,19500402,    6,    0
111471,19500403,    7,    0
111471,19500404,    7,    0
111471,19500405,    7,    0
111471,19500406,    5,    0
111471,19500407,    1,    0
111471,19500408,    5,    0
111471,19500409,    5,    0
111471,19500410,    8,    0
111471,19500411,    2,    0
111471,19500412,    8,    0
111471,19500413,    5,    0
111471,19500414,    5,    0
111471,19500415,    8,    0
111471,19500416,    5,    0
111471,19500417,    4,    0
111471,19500418,    8,    0
111471,19500419,    4,    0
111471,19500420,    5,    0
111471,19500421,    8,    0
111471,19500422,    8,    0
111471,19500423,    6,    0
111471,19500424,    7,    0
111471,19500425,    7,    0
111471,19500426,    8,    0
111471,19500427,    5,    0
111471,19500428,    7,    0
111471,19500429,    8,    0
111471,19500430,    4,    0
111471,19500501,    1,    0
111471,19500502,    5,    0
111471,19500503,    6,    0
111471,19500504,    5,    0
111471,19500505,    6,    0
111471,19500506,    5,    0
111471,19500507,    4,    0
111471,19500508,    5,    0
111471,19500509,    2,    0
111471,19500510,    3,    0
111471,19500511,    1,    0
111471,19500512,    0,    0
111471,19500513,    1,    0
111471,19500514,    1,    0
111471,19500515,    3,    0
111471,19500516,    1,    0
111471,19500517,    5,    0
111471,19500518,    7,    0
111471,19500519,    7,    0
111471,19500520,    7,    0
111471,19500521,    7,    0
111471,19500522,    6,    0
111471,19500523,    5,    0
111471,19500524,    5,    0
111471,19500525,    7,    0
111471,19500526,    7,    0
111471,19500527,    6,    0
111471,19500528,    7,    0
111471,19500529,    5,    0
111471,19500530,    3,    0
111471,19500531,    7,    0
111471,19500601,    4,    0
111471,19500602,    1,    0
111471,19500603,    1,    0
111471,19500604,    1,    0
111471,19500605,    1,    0
111471,19500606,    2,    0
111471,19500607,    1,    0
111471,19500608,    4,    0
111471,19500609,    5,    0
111471,19500610,    1,    0
111471,19500611,    1,    0
111471,19500612,    2,    0
111471,19500613,    8,    0
111471,19500614,    7,    0
111471,19500615,    7,    0
111471,19500616,    8,    0
111471,19500617,    4,    0
111471,19500618,    2,    0
111471,19500619,    1,    0
111471,19500620,    5,    0
111471,19500621,    7,    0
111471,19500622,    5,    0
111471,19500623,    5,    0
111471,19500624,    7,    0
111471,19500625,    6,    0
111471,19500626,    7,    0
111471,19500627,    7,    0
111471,19500628,    4,    0
111471,19500629,    1,    0
111471,19500630,    3,    0
111471,19500701,    3,    0
111471,19500702,    3,    0
111471,19500703,    6,    0
111471,19500704,    2,    0
111471,19500705,    5,    0
111471,19500706,    6,    0
111471,19500707,    7,    0
111471,19500708,    3,    0
111471,19500709,    0,    0
111471,19500710,    6,    0
111471,19500711,    4,    0
111471,19500712,    7,    0
111471,19500713,    3,    0
111471,19500714,    6,    0
111471,19500715,    2,    0
111471,19500716,    1,    0
111471,19500717,    3,    0
111471,19500718,    3,    0
111471,19500719,    3,    0
111471,19500720,    2,    0
111471,19500721,    4,    0
111471,19500722,    6,    0
111471,19500723,    5,    0
111471,19500724,    5,    0
111471,19500725,    5,    0
111471,19500726,    6,    0
111471,19500727,    3,    0
111471,19500728,    4,    0
111471,19500729,    3,    0
111471,19500730,    5,    0
111471,19500731,    7,    0
111471,19500801,    7,    0
111471,19500802,    5,    0
111471,19500803,    7,    0
111471,19500804,    6,    0
111471,19500805,    1,    0
111471,19500806,    5,    0
111471,19500807,    3,    0
111471,19500808,    4,    0
111471,19500809,    2,    0
111471,19500810,    4,    0
111471,19500811,    5,    0
111471,19500812,    4,    0
111471,19500813,    7,    0
111471,19500814,    2,    0
111471,19500815,    4,    0
111471,19500816,    8,    0
111471,19500817,    4,    0
111471,19500818,    4,    0
111471,19500819,    3,    0
111471,19500820,    2,    0
111471,19500821,    3,    0
111471,19500822,    3,    0
111471,19500823,    6,    0
111471,19500824,    7,    0
111471,19500825,    4,    0
111471,19500826,    4,    0
111471,19500827,    4,    0
111471,19500828,    5,    0
111471,19500829,    5,    0
111471,19500830,    4,    0
111471,19500831,    5,    0
111471,19500901,    5,    0
111471,19500902,    8,    0
111471,19500903,    6,    0
111471,19500904,    8,    0
111471,19500905,    7,    0
111471,19500906,    4,    0
111471,19500907,    8,    0
111471,19500908,    7,    0
111471,19500909,    8,    0
111471,19500910,    7,    0
111471,19500911,    3,    0
111471,19500912,    8,    0
111471,19500913,    3,    0
111471,19500914,    7,    0
111471,19500915,    8,    0
111471,19500916,    5,    0
111471,19500917,    4,    0
111471,19500918,    6,    0
111471,19500919,    8,    0
111471,19500920,    7,    0
111471,19500921,    7,    0
111471,19500922,    5,    0
111471,19500923,    6,    0
111471,19500924,    8,    0
111471,19500925,    8,    0
111471,19500926,    5,    0
111471,19500927,    7,    0
111471,19500928,    6,    0
111471,19500929,    8,    0
111471,19500930,    8,    0
111471,19501001,    6,    0
111471,19501002,    7,    0
111471,19501003,    7,    0
111471,19501004,    5,    0
111471,19501005,    3,    0
111471,19501006,    3,    0
111471,19501007,    7,    0
111471,19501008,    8,    0
111471,19501009,    6,    0
111471,19501010,    8,    0
111471,19501011,    4,    0
111471,19501012,    3,    0
111471,19501013,    3,    0
111471,19501014,    8,    0
111471,19501015,    5,    0
111471,19501016,    8,    0
111471,19501017,    8,    0
111471,19501018,    5,    0
111471,19501019,    7,    0
111471,19501020,    6,    0
111471,19501021,    4,    0
111471,19501022,    7,    0
111471,19501023,    8,    0
111471,19501024,    3,    0
111471,19501025,    1,    0
111471,19501026,    1,    0
111471,19501027,    4,    0
111471,19501028,    7,    0
111471,19501029,    8,    0
111471,19501030,    3,    0
111471,19501031,    6,    0
111471,19501101,    4,    0
111471,19501102,    8,    0
111471,19501103,    8,    0
111471,19501104,    8,    0
111471,19501105,    8,    0
111471,19501106,    8,    0
111471,19501107,    8,    0
111471,19501108,    8,    0
111471,19501109,    1,    0
111471,19501110,    8,    0
111471,19501111,    8,    0
111471,19501112,    6,    0
111471,19501113,    7,    0
111471,19501114,    6,    0
111471,19501115,    4,    0
111471,19501116,    8,    0
111471,19501117,    8,    0
111471,19501118,    6,    0
111471,19501119,    6,    0
111471,19501120,    5,    0
111471,19501121,    7,    0
111471,19501122,    7,    0
111471,19501123,    8,    0
111471,19501124,    7,    0
111471,19501125,    5,    0
111471,19501126,    8,    0
111471,19501127,    3,    0
111471,19501128,    8,    0
111471,19501129,    7,    0
111471,19501130,    7,    0
111471,19501201,    8,    0
111471,19501202,    8,    0
111471,19501203,    7,    0
111471,19501204,    5,    0
111471,19501205,    7,    0
111471,19501206,    5,    0
111471,19501207,    8,    0
111471,19501208,    3,    0
111471,19501209,    3,    0
111471,19501210,    8,    0
111471,19501211,    8,    0
111471,19501212,    8,    0
111471,19501213,    8,    0
111471,19501214,    8,    0
111471,19501215,    8,    0
111471,19501216,    8,    0
111471,19501217,    8,    0
111471,19501218,    8,    0
111471,19501219,    6,    0
111471,19501220,    8,    0
111471,19501221,    8,    0
111471,19501222,    3,    0
111471,19501223,    5,    0
111471,19501224,    8,    0
111471,19501225,    8,    0
111471,19501226,    8,    0
111471,19501227,    8,    0
111471,19501228,    8,    0
111471,19501229,    7,    0
111471,19501230,    8,    0
111471,19501231,    8,    0
111471,19510101,    7,    0
111471,19510102,    8,    0
111471,19510103,    8,    0
111471,19510104,    8,    0
111471,19510105,    8,    0
111471,19510106,    5,    0
111471,19510107,    5,    0
111471,19510108,    7,    0
111471,19510109,    4,    0
111471,19510110,    1,    0
111471,19510111,    8,    0
111471,19510112,    6,    0
111471,19510113,    7,    0
111471,19510114,    8,    0
111471,19510115,    7,    0
111471,19510116,    7,    0
111471,19510117,    8,    0
111471,19510118,    8,    0
111471,19510119,    8,    0
111471,19510120,    8,    0
111471,19510121,    8,    0
111471,19510122,    8,    0
111471,19510123,    7,    0
111471,19510124,    7,    0
111471,19510125,    8,    0
111471,19510126,    8,    0
111471,19510127,    7,    0
111471,19510128,    8,    0
111471,19510129,    8,    0
111471,19510130,    8,    0
111471,19510131,    8,    0
111471,19510201,    8,    0
111471,19510202,    8,    0
111471,19510203,    8,    0
111471,19510204,    8,    0
111471,19510205,    7,    0
111471,19510206,    7,    0
111471,19510207,    4,    0
111471,19510208,    6,    0
111471,19510209,    8,    0
111471,19510210,    7,    0
111471,19510211,    8,    0
111471,19510212,    3,    0
111471,19510213,    7,    0
111471,19510214,    8,    0
111471,19510215,    7,    0
111471,19510216,    6,    0
111471,19510217,    8,    0
111471,19510218,    4,    0
111471,19510219,    7,    0
111471,19510220,    7,    0
111471,19510221,    7,    0
111471,19510222,    8,    0
111471,19510223,    7,    0
111471,19510224,    5,    0
111471,19510225,    4,    0
111471,19510226,    4,    0
111471,19510227,    5,    0
111471,19510228,    7,    0
111471,19510301,    8,    0
111471,19510302,    8,    0
111471,19510303,    6,    0
111471,19510304,    1,    0
111471,19510305,    1,    0
111471,19510306,    1,    0
111471,19510307,    3,    0
111471,19510308,    8,    0
111471,19510309,    8,    0
111471,19510310,    8,    0
111471,19510311,    8,    0
111471,19510312,    4,    0
111471,19510313,    7,    0
111471,19510314,    6,    0
111471,19510315,    5,    0
111471,19510316,    7,    0
111471,19510317,    8,    0
111471,19510318,    6,    0
111471,19510319,    7,    0
111471,19510320,    5,    0
111471,19510321,    3,    0
111471,19510322,    8,    0
111471,19510323,    7,    0
